seller_id,seller_registration_dt,seller_first_sale_dt,seller_main_category,seller_region_cluster,seller_size_bucket,fulfillment_model,seller_manager_region,seller_onboarding_channel,seller_has_logo_flag
102247,2025-10-03,2025-10-22,Красота,Сибирь,small,FBS,north,partner,1
102248,2023-10-25,2023-11-20,Обувь,Поволжье,micro,FBS,north,referral,1
102249,2023-11-02,2023-12-10,Красота,Юг,micro,FBO,center,organic,1
102250,2024-06-29,2024-07-05,Обувь,Москва и МО,small,FBO,north,partner,0
102251,2025-05-23,2025-07-27,Одежда,Поволжье,small,FBO,south,partner,1
102252,2025-05-05,2025-05-14,Детские товары,Сибирь,small,mixed,center,organic,1
102253,2023-08-16,2023-09-21,Одежда,Дальний Восток,micro,mixed,center,referral,1
102254,2025-07-18,2025-08-03,Спорт,Дальний Восток,medium,FBS,east,organic,1
102255,2023-11-13,2023-11-26,Электроника,Санкт-Петербург,small,FBO,center,organic,1
102256,2024-06-23,2024-07-24,Одежда,Санкт-Петербург,micro,FBS,east,ads,1
102257,2023-12-04,2024-01-14,Дом,Центр,micro,mixed,south,organic,1
102258,2024-03-26,2024-04-10,Дом,Москва и МО,small,FBS,south,referral,1
102259,2024-10-18,2024-11-20,Электроника,Москва и МО,micro,FBO,north,partner,1
102260,2024-04-20,2024-05-18,Электроника,Сибирь,micro,FBO,north,organic,1
102261,2024-01-31,2024-02-18,Канцелярия,Юг,medium,FBS,center,partner,1
102262,2026-01-15,2026-02-18,Дом,Москва и МО,medium,FBS,north,referral,1
102263,2025-11-21,2026-01-19,Электроника,Урал,medium,FBS,center,ads,1
102264,2025-01-13,2025-02-18,Детские товары,Москва и МО,micro,FBS,west,organic,0
102265,2025-07-15,2025-07-22,Одежда,Урал,small,FBS,east,partner,1
102266,2024-02-17,2024-02-29,Одежда,Урал,large,FBO,south,organic,1
102267,2024-11-01,2024-11-15,Обувь,Юг,medium,FBS,center,organic,1
102268,2025-04-16,2025-05-02,Обувь,Центр,micro,FBS,center,referral,1
102269,2025-12-08,2026-01-09,Одежда,Поволжье,micro,FBO,east,organic,1
102270,2023-10-08,2023-10-27,Электроника,Юг,micro,FBO,west,ads,1
102271,2025-08-05,2025-09-01,Детские товары,Юг,micro,FBO,north,organic,1
102272,2024-09-25,2025-01-02,Одежда,Москва и МО,large,FBS,west,partner,0
102273,2023-11-07,2023-12-13,Дом,Москва и МО,large,FBO,east,ads,1
102274,2023-07-16,2023-08-04,Аксессуары,Москва и МО,medium,FBO,west,partner,1
102275,2025-09-29,2025-10-12,Обувь,Москва и МО,micro,FBO,west,organic,1
102276,2024-05-30,2024-06-27,Одежда,Центр,large,mixed,east,organic,0
102277,2025-12-09,2025-12-27,Спорт,Дальний Восток,micro,FBO,south,organic,1
102278,2024-05-23,2024-06-07,Товары для животных,Поволжье,micro,FBO,south,referral,1
102279,2024-09-04,2024-09-24,Одежда,Москва и МО,medium,FBO,north,ads,1
102280,2024-08-06,2024-09-15,Одежда,Центр,micro,FBO,south,organic,0
102281,2024-10-31,2024-12-15,Обувь,Москва и МО,micro,mixed,west,organic,1
102282,2023-09-10,2023-10-05,Обувь,Юг,large,FBS,center,partner,1
102283,2025-12-25,2026-01-03,Спорт,Урал,medium,FBS,east,organic,1
102284,2025-05-26,2025-06-03,Одежда,Юг,large,FBO,north,organic,1
102285,2025-09-15,2025-10-23,Одежда,Центр,small,FBS,center,referral,1
102286,2024-03-18,2024-04-10,Спорт,Сибирь,micro,FBO,south,referral,0
102287,2024-10-22,2024-12-22,Красота,Москва и МО,medium,mixed,center,partner,0
102288,2023-12-17,2023-12-24,Одежда,Центр,medium,FBS,north,organic,1
102289,2025-11-18,2025-11-23,Спорт,Москва и МО,small,FBS,west,organic,1
102290,2024-04-09,2024-05-01,Канцелярия,Санкт-Петербург,micro,FBS,center,organic,1
102291,2024-06-14,2024-08-10,Одежда,Москва и МО,micro,FBS,south,ads,0
102292,2025-07-03,2025-08-07,Дом,Поволжье,micro,FBO,center,organic,1
102293,2024-03-26,2024-04-06,Канцелярия,Юг,medium,FBO,south,organic,1
102294,2026-02-11,2026-02-25,Дом,Центр,medium,FBS,center,organic,1
102295,2023-09-07,2023-11-07,Товары для животных,Сибирь,micro,FBO,north,referral,1
102296,2024-03-04,2024-04-02,Одежда,Центр,micro,FBS,east,ads,1
102297,2023-11-21,2023-12-19,Одежда,Урал,micro,FBO,center,organic,1
102298,2023-10-21,2023-11-01,Красота,Санкт-Петербург,micro,mixed,north,partner,1
102299,2024-07-17,2024-08-27,Красота,Москва и МО,medium,mixed,north,partner,1
102300,2023-10-03,2023-10-25,Одежда,Москва и МО,small,FBS,south,ads,1
102301,2025-05-12,2025-06-05,Товары для животных,Урал,micro,FBS,center,organic,1
102302,2024-01-01,2024-02-23,Детские товары,Урал,large,FBS,center,referral,1
102303,2025-01-26,2025-03-27,Спорт,Поволжье,small,FBO,center,ads,0
102304,2025-06-02,2025-06-21,Товары для животных,Санкт-Петербург,micro,mixed,center,offline_event,0
102305,2024-01-29,2024-02-22,Одежда,Поволжье,micro,FBO,center,ads,0
102306,2024-07-27,2024-09-10,Красота,Центр,large,mixed,west,offline_event,0
102307,2024-04-21,2024-05-13,Аксессуары,Юг,micro,FBO,west,partner,1
102308,2024-09-23,2024-10-15,Детские товары,Урал,micro,FBO,east,organic,1
102309,2025-09-20,2025-10-15,Красота,Юг,small,FBO,west,organic,1
102310,2023-10-01,2023-10-29,Аксессуары,Юг,micro,FBO,west,organic,1
102311,2025-02-06,2025-03-12,Красота,Центр,micro,FBO,north,ads,0
102312,2025-08-18,2025-09-09,Дом,Центр,small,FBO,east,organic,1
102313,2025-07-03,2025-08-17,Красота,Центр,medium,FBO,north,ads,1
102314,2025-02-20,2025-03-11,Одежда,Центр,medium,mixed,west,referral,1
102315,2023-10-28,2023-11-03,Спорт,Сибирь,micro,FBO,west,partner,1
102316,2025-10-16,2025-11-02,Аксессуары,Сибирь,small,FBO,south,referral,1
102317,2025-04-05,2025-07-04,Спорт,Москва и МО,micro,FBS,west,referral,0
102318,2023-10-11,2023-11-14,Дом,Москва и МО,small,mixed,west,organic,1
102319,2024-10-11,2024-10-21,Красота,Сибирь,micro,FBO,center,organic,1
102320,2024-05-04,2024-07-06,Дом,Поволжье,micro,FBO,west,partner,1
102321,2024-03-07,2024-03-18,Спорт,Москва и МО,large,mixed,west,partner,1
102322,2024-08-11,2024-09-12,Канцелярия,Центр,micro,FBO,west,partner,1
102323,2025-01-30,2025-03-21,Дом,Центр,micro,FBS,center,referral,1
102324,2024-10-05,2024-11-13,Электроника,Поволжье,medium,FBS,east,partner,1
102325,2024-11-20,2024-12-03,Красота,Юг,small,mixed,south,organic,1
102326,2023-07-22,2023-11-03,Одежда,Москва и МО,micro,FBO,north,referral,1
102327,2025-12-18,2026-01-02,Спорт,Юг,medium,FBO,center,partner,0
102328,2025-06-10,2025-07-11,Дом,Поволжье,micro,FBO,north,ads,0
102329,2025-11-15,2025-12-04,Дом,Москва и МО,micro,FBS,north,ads,1
102330,2024-04-17,2024-08-04,Обувь,Москва и МО,micro,FBO,west,organic,1
102331,2024-11-04,2024-11-19,Одежда,Москва и МО,small,mixed,north,offline_event,0
102332,2026-01-23,2026-02-22,Красота,Поволжье,small,mixed,center,organic,0
102333,2024-04-28,2024-05-29,Красота,Юг,large,FBS,center,ads,0
102334,2025-09-17,2025-10-18,Одежда,Москва и МО,small,mixed,west,ads,1
102335,2025-11-17,2025-12-10,Одежда,Москва и МО,small,FBS,center,offline_event,0
102336,2025-01-03,2025-03-04,Электроника,Центр,micro,FBS,west,organic,0
102337,2025-02-11,2025-02-19,Дом,Санкт-Петербург,micro,mixed,north,referral,1
102338,2025-08-28,2025-10-01,Детские товары,Сибирь,micro,FBS,north,referral,1
102339,2024-10-29,2024-12-07,Аксессуары,Центр,small,FBO,north,ads,1
102340,2025-06-24,2025-07-14,Электроника,Санкт-Петербург,micro,FBS,south,referral,1
102341,2024-11-15,2025-01-10,Одежда,Юг,small,FBS,center,referral,1
102342,2024-08-15,2024-08-25,Красота,Поволжье,medium,FBO,south,organic,0
102343,2024-05-16,2024-05-25,Одежда,Москва и МО,micro,FBO,south,ads,1
102344,2024-05-14,2024-06-06,Аксессуары,Санкт-Петербург,small,FBO,center,organic,1
102345,2023-12-25,2024-01-02,Спорт,Урал,small,FBO,center,organic,1
102346,2025-08-08,2025-08-11,Товары для животных,Санкт-Петербург,micro,FBS,center,partner,1
102347,2023-07-09,2023-08-14,Одежда,Урал,micro,mixed,north,offline_event,1
102348,2024-03-10,2024-03-24,Красота,Поволжье,medium,FBO,west,partner,1
102349,2024-07-28,2024-08-03,Красота,Сибирь,micro,FBO,center,organic,0
102350,2025-05-12,2025-06-03,Обувь,Центр,micro,FBS,east,ads,1
102351,2024-03-06,2024-04-12,Одежда,Центр,micro,mixed,east,organic,0
102352,2024-04-13,2024-04-22,Канцелярия,Санкт-Петербург,small,FBO,east,organic,0
102353,2026-03-01,2026-03-09,Одежда,Сибирь,micro,FBS,east,offline_event,1
102354,2024-09-12,2024-09-24,Красота,Поволжье,micro,FBS,west,offline_event,1
102355,2023-12-28,2024-01-13,Обувь,Москва и МО,micro,FBS,center,organic,0
102356,2026-01-20,2026-02-25,Красота,Москва и МО,micro,FBO,north,organic,0
102357,2025-02-10,2025-03-04,Дом,Центр,micro,FBO,center,organic,1
102358,2025-11-17,2026-01-09,Обувь,Сибирь,medium,FBO,west,organic,0
102359,2024-08-13,2024-10-09,Канцелярия,Урал,micro,FBO,west,referral,1
102360,2024-06-28,2024-07-24,Обувь,Поволжье,micro,mixed,center,partner,1
102361,2024-02-26,2024-05-01,Красота,Москва и МО,small,FBO,center,ads,1
102362,2025-08-09,2025-08-27,Красота,Москва и МО,small,FBO,south,offline_event,1
102363,2024-02-24,2024-03-21,Обувь,Центр,medium,mixed,west,organic,1
102364,2023-12-29,2024-02-29,Детские товары,Урал,small,FBO,south,organic,1
102365,2026-01-10,2026-03-03,Одежда,Юг,micro,FBS,east,organic,1
102366,2025-01-12,2025-01-31,Одежда,Поволжье,medium,FBS,center,referral,1
102367,2026-02-13,2026-03-06,Обувь,Москва и МО,small,FBO,north,referral,1
102368,2025-07-31,2025-08-13,Товары для животных,Центр,medium,FBO,north,organic,1
102369,2024-01-03,2024-02-08,Дом,Москва и МО,small,FBO,center,organic,1
102370,2026-01-12,2026-02-12,Одежда,Москва и МО,medium,FBS,north,organic,1
102371,2026-01-02,2026-01-25,Дом,Сибирь,medium,FBS,east,ads,1
102372,2024-12-22,2025-02-02,Спорт,Юг,large,FBO,west,partner,1
102373,2025-06-17,2025-07-22,Детские товары,Урал,small,FBS,north,partner,1
102374,2024-09-29,2024-11-14,Красота,Москва и МО,micro,FBO,north,ads,1
102375,2024-04-01,2024-04-22,Спорт,Москва и МО,micro,FBS,south,organic,1
102376,2024-12-29,2025-01-08,Дом,Москва и МО,micro,mixed,north,offline_event,1
102377,2025-09-19,2025-10-28,Дом,Санкт-Петербург,small,FBO,east,offline_event,1
102378,2023-12-03,2023-12-25,Детские товары,Центр,micro,FBS,east,organic,1
102379,2025-01-15,2025-02-07,Одежда,Санкт-Петербург,medium,FBS,center,organic,0
102380,2023-12-22,2024-01-03,Дом,Поволжье,micro,FBS,north,offline_event,0
102381,2026-01-18,2026-02-07,Обувь,Центр,small,mixed,center,ads,0
102382,2024-02-27,2024-03-23,Красота,Урал,small,FBS,center,organic,0
102383,2026-03-09,2026-04-12,Дом,Москва и МО,small,FBO,south,ads,0
102384,2024-01-01,2024-01-20,Одежда,Санкт-Петербург,medium,FBS,east,ads,0
102385,2023-07-12,2023-09-12,Электроника,Центр,micro,FBS,west,organic,1
102386,2025-10-28,2025-11-18,Дом,Санкт-Петербург,micro,FBO,north,partner,0
102387,2025-04-06,2025-05-19,Электроника,Центр,small,FBO,north,offline_event,0
102388,2025-11-03,2025-12-11,Дом,Дальний Восток,medium,FBO,north,organic,1
102389,2024-08-13,2024-12-18,Электроника,Юг,micro,FBS,east,organic,1
102390,2023-10-27,2023-12-01,Товары для животных,Санкт-Петербург,micro,FBO,east,organic,1
102391,2025-03-16,2025-05-20,Красота,Санкт-Петербург,small,FBO,center,organic,1
102392,2025-11-12,2025-11-29,Одежда,Центр,micro,FBO,north,ads,1
102393,2025-03-20,2025-04-01,Детские товары,Поволжье,medium,FBO,south,referral,1
102394,2025-11-03,2025-11-17,Электроника,Сибирь,large,FBO,center,organic,1
102395,2024-05-22,2024-05-29,Одежда,Москва и МО,micro,mixed,center,partner,1
102396,2024-03-11,2024-03-18,Детские товары,Поволжье,micro,mixed,south,referral,1
102397,2023-11-07,2024-01-08,Дом,Москва и МО,small,FBS,north,partner,1
102398,2025-04-14,2025-05-04,Товары для животных,Юг,micro,FBS,east,organic,1
102399,2025-06-13,2025-06-27,Обувь,Юг,micro,mixed,south,organic,1
102400,2023-10-12,2023-11-22,Красота,Москва и МО,small,FBO,north,organic,0
102401,2023-08-22,2023-10-17,Электроника,Санкт-Петербург,micro,FBS,center,organic,0
102402,2024-12-25,2025-01-09,Аксессуары,Санкт-Петербург,micro,FBO,center,organic,1
102403,2026-03-11,2026-04-04,Красота,Центр,small,mixed,west,partner,0
102404,2026-02-03,2026-02-24,Обувь,Поволжье,micro,mixed,center,organic,1
102405,2025-06-21,2025-07-03,Спорт,Центр,micro,FBS,north,organic,1
102406,2026-03-16,2026-04-03,Товары для животных,Поволжье,micro,mixed,west,ads,0
102407,2025-03-24,2025-04-07,Одежда,Дальний Восток,small,FBS,north,partner,1
102408,2025-07-08,2025-07-20,Аксессуары,Москва и МО,micro,FBO,north,referral,0
102409,2025-04-02,2025-04-26,Одежда,Москва и МО,micro,mixed,center,ads,1
102410,2025-06-21,2025-07-04,Спорт,Поволжье,medium,mixed,east,offline_event,1
102411,2023-09-18,2023-09-29,Товары для животных,Санкт-Петербург,micro,FBO,north,referral,1
102412,2025-02-12,2025-04-11,Одежда,Поволжье,micro,mixed,center,partner,0
102413,2023-12-07,2023-12-27,Дом,Москва и МО,small,FBO,center,organic,0
102414,2024-11-10,2025-01-19,Одежда,Поволжье,micro,FBS,south,organic,1
102415,2024-01-18,2024-02-10,Одежда,Поволжье,micro,mixed,center,ads,1
102416,2025-03-26,2025-04-25,Обувь,Сибирь,small,FBO,center,organic,1
102417,2025-04-25,2025-05-03,Товары для животных,Москва и МО,small,mixed,center,organic,1
102418,2023-11-21,2024-01-01,Дом,Дальний Восток,micro,mixed,south,organic,1
102419,2024-09-11,2024-10-20,Красота,Юг,large,FBO,east,organic,1
102420,2024-01-04,2024-02-24,Одежда,Урал,large,FBO,west,organic,1
102421,2025-04-23,2025-06-22,Обувь,Поволжье,small,mixed,west,ads,0
102422,2024-09-14,2024-11-18,Обувь,Центр,small,mixed,south,organic,0
102423,2024-09-04,2024-09-21,Красота,Москва и МО,large,mixed,north,partner,1
102424,2024-06-07,2024-08-01,Дом,Дальний Восток,micro,mixed,south,partner,1
102425,2024-09-10,2024-09-19,Спорт,Сибирь,micro,FBO,center,ads,1
102426,2024-04-04,2024-04-14,Одежда,Москва и МО,small,mixed,east,referral,1
102427,2024-06-05,2024-07-23,Одежда,Москва и МО,small,FBS,north,organic,1
102428,2024-03-12,2024-03-21,Одежда,Урал,medium,FBS,north,ads,1
102429,2024-08-27,2024-09-28,Обувь,Центр,micro,FBO,south,referral,1
102430,2025-12-30,2026-02-11,Красота,Центр,large,FBS,north,organic,0
102431,2023-08-22,2023-09-07,Канцелярия,Москва и МО,medium,FBS,west,offline_event,1
102432,2026-01-26,2026-03-11,Одежда,Поволжье,medium,FBS,center,organic,1
102433,2023-07-10,2023-08-14,Аксессуары,Урал,medium,mixed,south,organic,1
102434,2024-06-12,2024-08-26,Дом,Центр,micro,FBS,west,organic,1
102435,2025-09-13,2025-10-10,Красота,Юг,small,FBS,center,offline_event,1
102436,2025-06-24,2025-07-15,Товары для животных,Москва и МО,micro,FBO,south,ads,1
102437,2025-04-24,2025-05-17,Дом,Москва и МО,micro,FBS,south,organic,1
102438,2025-03-31,2025-06-12,Канцелярия,Сибирь,small,FBO,center,organic,1
102439,2024-03-07,2024-04-05,Обувь,Юг,micro,FBO,center,ads,1
102440,2025-02-22,2025-03-23,Дом,Центр,medium,FBS,east,referral,1
102441,2025-11-19,2025-12-07,Одежда,Урал,micro,FBO,center,organic,0
102442,2025-11-04,2025-11-16,Детские товары,Юг,medium,FBO,north,ads,1
102443,2025-04-20,2025-05-04,Детские товары,Центр,micro,FBO,center,organic,1
102444,2024-03-25,2024-04-08,Аксессуары,Юг,micro,FBO,center,organic,1
102445,2023-11-23,2023-12-22,Канцелярия,Центр,micro,FBO,west,referral,1
102446,2025-03-21,2025-04-03,Дом,Центр,medium,FBS,east,partner,1
102447,2025-09-27,2025-10-03,Обувь,Юг,small,FBS,south,offline_event,1
102448,2024-04-06,2024-05-18,Обувь,Москва и МО,small,FBS,east,ads,1
102449,2024-05-16,2024-07-01,Красота,Поволжье,micro,FBO,center,offline_event,0
102450,2025-07-17,2025-08-06,Одежда,Дальний Восток,medium,FBS,south,partner,1
102451,2023-12-13,2024-01-07,Обувь,Юг,small,FBS,north,organic,1
102452,2025-07-15,2025-07-29,Дом,Центр,micro,mixed,east,ads,1
102453,2024-11-02,2024-12-18,Одежда,Москва и МО,small,FBO,center,organic,1
102454,2025-06-28,2025-07-19,Товары для животных,Центр,micro,FBO,north,partner,1
102455,2025-02-18,2025-03-26,Канцелярия,Сибирь,medium,FBS,west,organic,0
102456,2024-02-12,2024-02-16,Спорт,Москва и МО,micro,mixed,east,organic,0
102457,2024-10-06,2024-11-03,Дом,Москва и МО,micro,FBO,center,organic,1
102458,2024-04-28,2024-05-21,Детские товары,Сибирь,micro,FBO,center,partner,0
102459,2024-10-15,2024-10-27,Одежда,Юг,small,FBS,south,organic,0
102460,2024-08-10,2024-08-29,Дом,Юг,micro,FBO,center,organic,1
102461,2025-07-02,2025-08-09,Обувь,Центр,small,FBS,center,ads,1
102462,2024-08-21,2024-11-22,Одежда,Урал,micro,FBO,north,organic,0
102463,2025-02-12,2025-02-27,Товары для животных,Сибирь,small,FBS,north,partner,1
102464,2024-11-29,2024-12-21,Электроника,Санкт-Петербург,medium,FBS,west,ads,0
102465,2025-10-31,2025-12-03,Одежда,Сибирь,micro,FBS,center,ads,1
102466,2026-03-09,2026-03-23,Детские товары,Урал,micro,FBO,center,partner,1
102467,2024-08-17,2024-09-13,Канцелярия,Урал,micro,FBS,east,referral,1
102468,2025-07-20,2025-09-07,Аксессуары,Центр,micro,FBS,center,organic,0
102469,2023-08-16,2023-09-06,Товары для животных,Центр,medium,FBO,north,ads,0
102470,2026-02-06,,Дом,Сибирь,micro,mixed,south,ads,1
102471,2026-02-23,2026-03-12,Канцелярия,Дальний Восток,micro,FBO,center,organic,1
102472,2024-11-03,2024-11-16,Аксессуары,Урал,medium,mixed,north,offline_event,0
102473,2024-11-11,2025-01-27,Электроника,Поволжье,micro,FBS,east,organic,0
102474,2025-11-17,2025-12-12,Канцелярия,Сибирь,micro,FBS,north,partner,0
102475,2023-08-12,2023-08-26,Дом,Сибирь,micro,FBS,south,offline_event,1
102476,2023-09-05,2023-10-04,Обувь,Урал,small,FBO,center,organic,1
102477,2023-09-17,2023-09-23,Одежда,Поволжье,micro,FBO,north,offline_event,1
102478,2024-04-25,2024-06-01,Товары для животных,Сибирь,micro,FBS,center,organic,1
102479,2025-12-13,2026-01-21,Электроника,Центр,medium,FBO,north,organic,1
102480,2025-09-21,2025-09-29,Дом,Москва и МО,medium,mixed,south,referral,0
102481,2024-06-01,2024-07-13,Одежда,Санкт-Петербург,micro,FBS,east,offline_event,0
102482,2024-10-06,2024-10-26,Обувь,Поволжье,micro,FBS,center,organic,1
102483,2024-05-06,2024-05-16,Товары для животных,Поволжье,medium,FBO,west,organic,1
102484,2025-05-23,2025-06-08,Канцелярия,Москва и МО,micro,FBS,north,organic,1
102485,2023-12-26,2024-01-02,Спорт,Центр,small,FBS,center,partner,0
102486,2024-03-22,2024-05-16,Одежда,Москва и МО,small,FBS,center,organic,1
102487,2025-01-30,2025-03-15,Аксессуары,Центр,micro,FBO,west,organic,1
102488,2026-02-08,2026-03-05,Дом,Москва и МО,micro,FBS,west,offline_event,1
102489,2026-03-02,2026-04-07,Товары для животных,Урал,medium,mixed,north,referral,1
102490,2024-05-31,2024-07-13,Одежда,Москва и МО,micro,FBO,south,organic,1
102491,2023-07-19,2023-08-17,Спорт,Поволжье,micro,FBO,east,organic,1
102492,2023-11-01,2023-11-05,Аксессуары,Сибирь,small,FBO,west,organic,0
102493,2025-07-08,2025-08-19,Товары для животных,Урал,medium,FBS,north,partner,0
102494,2023-10-03,2023-11-18,Красота,Москва и МО,medium,FBO,east,referral,1
102495,2025-03-10,2025-04-27,Красота,Москва и МО,medium,FBS,east,organic,1
102496,2024-11-12,2025-01-01,Дом,Центр,micro,FBO,east,organic,0
102497,2025-03-17,2025-05-21,Детские товары,Москва и МО,micro,mixed,west,referral,1
102498,2025-12-26,2026-01-09,Одежда,Центр,micro,FBS,east,partner,1
102499,2024-06-28,2024-07-27,Электроника,Поволжье,micro,FBO,east,ads,1
102500,2025-08-23,2025-09-09,Электроника,Москва и МО,micro,FBO,south,organic,1
102501,2026-02-20,2026-03-27,Дом,Дальний Восток,small,FBS,south,referral,1
102502,2023-09-07,2023-09-28,Красота,Центр,small,mixed,south,ads,0
102503,2025-09-11,2025-10-08,Аксессуары,Санкт-Петербург,micro,FBO,south,referral,1
102504,2024-09-15,2024-10-07,Товары для животных,Поволжье,micro,FBS,center,organic,1
102505,2025-02-24,2025-03-03,Товары для животных,Поволжье,micro,FBS,south,ads,1
102506,2023-11-05,2023-12-18,Спорт,Юг,micro,FBS,north,ads,1
102507,2024-12-07,2024-12-27,Спорт,Центр,small,FBS,south,partner,1
102508,2025-10-05,2025-11-20,Красота,Москва и МО,micro,FBS,west,organic,1
102509,2025-03-01,2025-03-16,Красота,Поволжье,small,FBO,south,referral,0
102510,2024-04-06,2024-05-03,Обувь,Сибирь,small,mixed,south,offline_event,1
102511,2025-10-07,2025-11-01,Красота,Москва и МО,small,mixed,south,offline_event,1
102512,2025-02-26,2025-03-18,Красота,Сибирь,micro,FBS,west,organic,1
102513,2023-09-19,2023-10-07,Детские товары,Москва и МО,micro,FBO,center,organic,1
102514,2024-02-04,2024-02-23,Дом,Центр,small,FBS,north,partner,1
102515,2025-06-02,2025-06-13,Одежда,Москва и МО,micro,FBS,center,partner,1
102516,2025-09-22,2025-10-17,Обувь,Поволжье,micro,FBS,south,offline_event,1
102517,2024-09-10,2024-10-24,Товары для животных,Урал,medium,FBS,center,organic,0
102518,2024-02-02,2024-02-28,Красота,Урал,small,FBO,center,organic,1
102519,2024-02-10,2024-03-08,Детские товары,Санкт-Петербург,micro,FBS,center,organic,0
102520,2024-03-13,2024-04-08,Детские товары,Центр,micro,FBS,center,ads,1
102521,2023-11-19,2023-12-06,Дом,Юг,small,FBS,center,ads,1
102522,2023-12-03,2024-01-04,Спорт,Москва и МО,large,FBS,east,ads,1
102523,2024-09-23,2024-11-03,Детские товары,Москва и МО,micro,FBS,south,organic,1
102524,2024-01-08,2024-01-30,Красота,Москва и МО,small,FBS,south,partner,1
102525,2023-11-27,2023-12-25,Спорт,Центр,large,mixed,north,ads,1
102526,2023-07-11,2023-09-09,Товары для животных,Центр,micro,FBO,center,offline_event,1
102527,2025-12-19,2026-02-25,Детские товары,Москва и МО,micro,FBS,south,partner,1
102528,2025-09-17,2025-11-07,Детские товары,Юг,micro,FBO,south,ads,1
102529,2025-04-13,2025-05-01,Электроника,Урал,small,FBS,east,ads,1
102530,2023-09-11,2023-10-02,Электроника,Сибирь,micro,FBS,east,referral,0
102531,2023-07-24,2023-08-29,Обувь,Сибирь,medium,FBS,center,organic,1
102532,2023-12-29,2024-01-20,Дом,Москва и МО,small,FBS,north,ads,0
102533,2024-09-09,2024-11-04,Одежда,Москва и МО,small,FBS,south,offline_event,1
102534,2023-09-04,2023-09-24,Дом,Центр,small,mixed,north,organic,1
102535,2024-10-21,2024-11-13,Одежда,Поволжье,micro,mixed,center,ads,1
102536,2025-09-21,2025-10-24,Обувь,Санкт-Петербург,micro,FBO,south,organic,1
102537,2024-04-26,2024-05-07,Дом,Центр,medium,FBO,center,offline_event,1
102538,2023-10-08,2023-11-08,Спорт,Юг,micro,FBO,south,referral,1
102539,2025-01-12,2025-01-26,Дом,Поволжье,medium,FBS,east,referral,1
102540,2025-12-10,2026-01-31,Дом,Центр,large,FBS,east,organic,0
102541,2025-01-15,2025-01-26,Канцелярия,Юг,micro,FBO,west,partner,0
102542,2024-04-04,2024-05-15,Электроника,Москва и МО,micro,FBO,west,referral,1
102543,2023-08-24,2023-10-11,Электроника,Юг,small,FBO,center,ads,1
102544,2023-12-23,2024-01-25,Электроника,Центр,micro,mixed,north,organic,1
102545,2025-11-01,2026-01-04,Одежда,Сибирь,large,mixed,north,organic,1
102546,2024-02-15,2024-03-05,Товары для животных,Центр,micro,FBO,north,organic,0
102547,2025-09-26,2025-10-08,Электроника,Центр,small,FBS,center,referral,1
102548,2025-02-17,2025-03-23,Красота,Центр,medium,FBO,center,partner,1
102549,2024-04-07,2024-04-09,Обувь,Санкт-Петербург,small,FBS,center,organic,1
102550,2025-05-29,2025-06-17,Дом,Сибирь,micro,mixed,center,organic,1
102551,2024-08-10,2024-09-28,Одежда,Дальний Восток,small,FBS,north,organic,1
102552,2025-11-07,2026-01-10,Одежда,Урал,micro,FBO,center,organic,1
102553,2024-04-17,2024-05-25,Канцелярия,Санкт-Петербург,small,FBS,east,offline_event,1
102554,2024-10-08,2024-10-21,Обувь,Центр,small,FBS,south,organic,1
102555,2024-11-22,2025-01-02,Товары для животных,Москва и МО,small,FBO,east,offline_event,1
102556,2023-07-20,2023-08-17,Красота,Урал,micro,FBO,west,organic,0
102557,2025-06-25,2025-07-12,Дом,Москва и МО,micro,FBS,east,ads,1
102558,2024-11-07,2024-11-10,Красота,Дальний Восток,micro,FBO,center,partner,1
102559,2025-11-30,2026-01-01,Дом,Поволжье,micro,FBS,east,ads,1
102560,2025-03-30,2025-05-06,Спорт,Сибирь,small,FBO,south,referral,1
102561,2025-06-18,2025-08-14,Электроника,Центр,small,FBS,east,partner,1
102562,2025-10-23,2025-12-21,Детские товары,Санкт-Петербург,small,FBO,north,organic,0
102563,2023-12-11,2024-02-08,Дом,Урал,micro,FBS,south,organic,1
102564,2024-09-26,2024-10-13,Красота,Сибирь,micro,FBS,north,ads,1
102565,2025-10-02,2025-11-18,Спорт,Москва и МО,micro,FBO,east,organic,1
102566,2024-02-21,2024-03-12,Красота,Москва и МО,medium,FBS,center,organic,0
102567,2023-07-19,2023-08-16,Дом,Юг,small,FBS,east,partner,0
102568,2026-03-04,2026-03-21,Обувь,Поволжье,micro,mixed,north,organic,1
102569,2024-01-02,2024-03-20,Обувь,Юг,micro,FBS,east,referral,1
102570,2023-12-11,2024-01-13,Красота,Юг,micro,FBS,center,organic,1
102571,2023-10-06,2023-11-20,Красота,Поволжье,micro,FBO,north,organic,0
102572,2024-01-14,2024-02-28,Электроника,Москва и МО,micro,FBO,center,organic,1
102573,2023-10-22,2023-10-29,Электроника,Поволжье,small,mixed,north,offline_event,1
102574,2026-02-24,2026-04-07,Дом,Поволжье,small,FBO,south,partner,0
102575,2024-06-02,2024-07-20,Спорт,Поволжье,small,FBO,south,ads,1
102576,2023-10-11,2023-10-28,Детские товары,Поволжье,small,FBO,center,ads,1
102577,2025-01-04,2025-02-01,Одежда,Юг,micro,FBS,south,referral,0
102578,2026-02-03,2026-03-01,Одежда,Центр,medium,FBO,south,referral,1
